preferencia,titulo,comuna,estacion_cercana,distancia_estacion,dormitorios,baños,estacionamientos,bodegas,superficie_total,superficie_util,currency_symbol,precio,gastos_comunes,search_gc,descripcion,direccion,url
0,Departamento Amoblado A Pasos De Metro Salvador.,Providencia,Salvador,342,1,1,1,1,48,48,$,600000,70000,0,"hermoso dpto amoblado en piso 22 edifico centrico a pasos del metro salvador ,direccion exacta avenida providencia 455 piso 22,disponible desde el 1ero de junio,el dpto cuenta con 48 mts2 y listo para ser habitado ideal para persona sola o una pareja,canon de arriendo 600000,ggcc 70000,estacionamiento 50000,disponible desde el 1ero de junio,requisitos,titular,3 ultimas liquidaciones de sueldo,12 ultimas cotizaciones afp,dicom platinum,fotocopia carnet,aval,3 ultimas liquidaciones de sueldo,12 ultimas cotizaciones afp,dicom platinum,fotocopia carnet,firma de contrato,1er mes de arriendo,1mes de garantia,50 comision corredor,contacto,edgar flores,ig edgartealoja","Avenida Providencia 455, Providencia, Chile, Salvador, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-980231282-departamento-amoblado-a-pasos-de-metro-salvador-_JM#position=21&search_layout=stack&type=item&tracking_id=280492df-7646-45d7-8111-cc4835459993
0,Hermoso Departamento Bien Ubicado.,Providencia,Tobalaba,785,2,2,1,1,78,75,$,750000,100000,0,"departamento cercano a universidad san sebastian y metro los leones,dos dormitorios dos banos completos amplio living comedor cocina separada lavadero,terraza con hermosa vista,ademas cuenta con estacionamiento y bodega,hermoso entorno","Carmen Sylva, Providencia, Chile, Las Lilas, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-979152519-hermoso-departamento-bien-ubicado-_JM#position=16&search_layout=stack&type=item&tracking_id=280492df-7646-45d7-8111-cc4835459993
0,Departamento En Arriendo De 1 Dorm. En Providencia,Providencia,,,1,1,1,1,38,38,$,520000,120000,0,"arriendo de departamento en providencia ,sector suecia ,valor 520000,valor gastos comunes 120000,superficie total 38 m2,disponible 01 de mayo,no tiene terraza,no se admiten mascotas,,living cocina americana 1 dormitorio en suite bano estac bodega piscina,,se arrienda departamento en providencia en sector suecia departamento emplazado en segundo piso de 10 niveles con orientacion sur cuenta con una ubicacion privilegiada cercano a estacion de metro ines de suarez a 15 minutos caminando conectividad con las principales avenidas como los leones francisco bilbao pocuro ricardo lyon comercio restaurantes bancos supermercados,,el departamento cuenta con, 1 dormitorio en suite con amplio closet, living con cocina integrada, cocina americana amoblada, 1 bano en dormitorio principal, estacionamiento, bodega, segundo piso, orientacion sur,,equipamiento del departamento, ceramica en living comedor y bano, piso flotante en dormitorio, calefaccion por losa radiante, cocina horno encimera campana,,el edificio cuenta con,conserjeria 24 horas piscina areas verdes lavanderia sala de eventos estacionamiento de visitas,,requisitos para visitar el departamento,arrendatario y aval, ingresos deben ser 3 veces valor de arriendo, 6 ultimas liquidaciones de sueldo, 12 ultimas imposiciones de afp, certificado de dicom platinum 360 equifax, cidentidad por ambos lados, aval los mismos requisitos,,en caso que seas independiente enviar, dicom platinum 360 equifax del dueno de la empresa y de la empresa, carpeta tributaria completo para credito,,enviar documentacion contactomaviccorredorescl,,requisitos para arrendar el departamento, 1 mes de garantia, 1 mes de arriendo,honorarios por corretaje 50 del valor del arriendo, gastos de notaria 20000 ,contactar por favor a mavic corredores,56 9 65964516 ,56 9 76089725","Avenida Suecia A Pasos De El Vergel, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-982855685-departamento-en-arriendo-de-1-dorm-en-providencia-_JM#position=14&search_layout=stack&type=item&tracking_id=280492df-7646-45d7-8111-cc4835459993
0,"Arriendo Depto A Pasos De Barrio Italia, Nuevo Sin Uso.",Providencia,Salvador,1238,3,2,1,1,92,82,$,950000,160000,0,"departamento para arriendo nuevo sin uso,el edificio cuenta con espacios comunes como piscina sauna quincho futuro gimnasio cava subterranea y sala de uso multiple conserjeria 24hrs bicicletero estacionamiento de visitas,cercano tambien a los hospitales falp salvador y posta central inmediato a ciclovias y avenida bilbao varios colegios y metro ines de suarez,dormitorio principal en suite con closet mural y balcon dormitorio para dos camas o cama de dos plazas bano completo en pasillo dormitorio para 1 cama o escritorio con closet,moderna cocina abierta luminosa zona de living home office lavadero cerrado en terraza, piso de porcelanato en todo el departamento incluido terrazas, ventanas de termopanel con marco de aluminio, muebles de cocina con cubiertas de cuarzo, encimera y horno electrico, calefaccion central por radiadores tienes que verlo disponibilidad inmediata,presentar antecedentes comerciales para evaluacion","Román Díaz 1155, Providencia, Chile, Barrio Italia, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-969990173-arriendo-depto-a-pasos-de-barrio-italia-nuevo-sin-uso-_JM#position=13&search_layout=stack&type=item&tracking_id=280492df-7646-45d7-8111-cc4835459993
0,Excelente Departamento Amoblado - Nuevo,Providencia,Pedro de Valdivia,443,1,1,,,45,42,UF,987818,177000,0,"departamentos nuevos amoblados para arriendo sin comision ,ubicados en la comuna de providencia a 3 cuadras de estacion de metro pedro de valdivia y metro manuel montt linea 1,tenemos 3 tipologias para que eljigas la que mejor se adapta a tus necesidades,i estudio 1 bano desde uf 1650 mas gastos comunes,ii 1 dormitorio 1 bano desde uf 2037 mas gastos comunes,iii agotado 2 dormitorios 2 banos desde uf2689 mas gastos comunes disponibles a partir de mediados de abril,modernos departamentos completamente amoblados con camas de dos plazas marca canon comedor y living del tamano adecuado a los espacios incluye cortinas roller ventanas termopanel alfombras toallas termo electricfo para el agua caliente individual en cada departamento ademas de lavadorasecadora,la cocina esta equipada con campana encimera vitroceramica horno electrico empotrado horno microondas refrigerador bateria de cocina vajilla y cubiertos todo listo para que te instales y comiences a disfrutar tu nuevo hogar,cada departamento cuenta con alarma calefaccion a traves de radiadores electricos y sistema de filtrado de aire que permite manteniendo ventanas cerradas una temperatura de 22c en verano sin necesidad de aire acondicionado ,los accesos a todas las areas comunes y al departamento son con sensores de proximidad sin llaves existe conexion a internet fibra optica y tv cable a traves de movistar a contratar por el arrendatario no incluye pantalla de tv ni adornos personalizados ,edificio con certificacion edge energeticamente eficiente de 17 pisos y un total de 134 departamentos posee terraza lounge gimnasio piscina chefs table para disfrutar con los amigos quinchos administracion profesional conserje las 24 horas circuito cerrado de tv ,servicios adicionales ,1 mantenimiento con respuesta oportuna maestros en el mismo edificio para instalar por ejemplo soporte de tv cuadros otros como gasfiter ,2 servicio de limpieza disponible 1 vez por semana o 1 vez cada dos semanas 25000 por sesion contratandose junto al arriendo ,3 petfriendly permite mascotas con un pago adicional mensual de uf 03 mensuales y una garantia adicional de 120000 ,4 estacionamiento a uf 27 sujeto a disponibilidad,5 bodega a uf 03 por metro cuadrado sujeto a disponibilidad unidades de 5 a 15 metros cuadrados,plazo minimo de arriendo 4 meses ,plazo maximo de arriendo 24 meses ,no necesitas aval sujeto a analisis de credito,gastos comunes 18 aprox del valor del arriendo,fotos corresponden a los departamentos piloto ,metros cuadrados informados son referenciales","Antonio Bellet 1 - 300, Providencia, Chile, Pedro de Valdivia, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-974249459-excelente-departamento-amoblado-nuevo-_JM#position=17&search_layout=stack&type=item&tracking_id=280492df-7646-45d7-8111-cc4835459993
0,Metro- Barrio Italia / Jose Manuel Infante 1615,Providencia,Santa Isabel,1036,2,2,1,1,65,60,$,599500,118000,0,"departamento cerca del metro y del barrio italia,dos dormitorios amplios segun do dorm espacio para cama de plaza 12 ,buena vista gran terraza en piso 5,espacio para lavadora pequena,incluye estacionamiento y bodega,recien pintado muy buen barrio,edificio con piscina gym sala multiuso","José Manuel Infante 1615, Providencia, Chile, Barrio Italia, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-985921926-metro-barrio-italia-jose-manuel-infante-1615-_JM#position=8&search_layout=stack&type=item&tracking_id=280492df-7646-45d7-8111-cc4835459993
0,Espectacular Penthouse Con Privilegiada Vista Depto Prov,Providencia,Los Leones,945,4,3,2,,395,190,$,2800000,300000,1,"espectacular departamento en piso 19 y 20 con privilegiada vista en 360 grados ubicado en una zona residencial de providencia a pasos de todo cercano a lyon con eliodoro yanez colegios universidades comercio restaurantes plazas y parques,emplazado en un elegante edificio el departamento es un penthouse que cuenta con hall de entrada gran living y comedor aparte con terraza amplia cocina equipada completamente con comedor de diario y gran logia dormitorio principal en suite con walkin closet dos dormitorios de buen tamano que comparten un banoterrazas privadas en las habitaciones bano de visitas sala estar ademas pieza o escritorio con bano ,cuenta con una espectacular terraza panoramica y exclusiva de 180 metros en el segundo piso con barandas de cristal desde donde se ve todo santiago quincho piscina hot tub zona de estar y arboles frutales,orientacion norponiente y sur oriente, el departamento tiene 2 estacionamientos subterraneos gran bodega ventanas de termopanel piso flotante y calefaccion por loza radiante gastos comunes 300000,el edificio cuenta con alta seguridad con circuito cerrado de television gimnasio sala de eventos sauna sala de cine piscina estacionamiento de visitas y lindas areas verdes acceso para discapacitados,constructora moller y perez cotapos,se arrienda o vende,arriendo 2800000,venta uf 28000,contacto claudia montero b 9 9948 8913","Espectacular Penthouse Con Privilegiada Vista Depto Prov, Los Leones, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-908971592-espectacular-penthouse-con-privilegiada-vista-depto-prov-_JM#position=9&search_layout=stack&type=item&tracking_id=280492df-7646-45d7-8111-cc4835459993
0,"Metro Bilbao Excelente Conectividad, Barrio Residencial",Providencia,Francisco Bilbao,327,2,2,1,1,100,93,$,750000,145000,0,"estacionamiento subterraneo bodega ,hall acceso living comedor terraza cocina tradicional equipada campana cocina vitroceramica horno empotrable mobiliario logia con instalacion lavadora,2 dormitorios principal suite y walking closet terraza 2 banos completos calefaccion por loza radiante ,accesos controlados 24 horas circuito cerrado areas verdes 2 piscinas quincho bicicletero gimnasio equipado sala multiuso ,estacionamiento visitas,orientacion poniente ,100m2,disponibilidad inmediata","San Juan De Luz 3900 - 4200, Providencia, Chile, Metro Bilbao, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-981745888-metro-bilbao-excelente-conectividad-barrio-residencial-_JM#position=7&search_layout=stack&type=item&tracking_id=280492df-7646-45d7-8111-cc4835459993
0,Arriendo Depto 2 Dormitorios A Pasos De Bilbao/barrio Italia,Providencia,Salvador,1238,2,2,1,1,90,76,$,900000,150000,0,"departamento nuevo sin uso para arriendo ,cuenta con modernos espacios comunes como piscina sauna quincho futuro gimnasio cava subterranea y sala de uso multiple conserjeria 24hrs bicicletero estacionamiento de visitas,cercano tambien a los hospitales falp salvador y posta central inmediato a ciclovias y avenida bilbao,dormitorio principal en suite con walk in closet y balcon dormitorio para dos camas bano completo en pasillo,moderna cocina abierta luminosa zona de living home office lavadero cerrado en terraza, piso de porcelanato en todo el departamento incluido terrazas, banos con cubierta de marmol, ventanas de termopanel con marco de aluminio, muebles de cocina con cubiertas de cuarzo, encimera y horno electrico, calefaccion central por radiadores tienes que verlo disponibilidad inmediata,presentar antecedentes comerciales para evaluacion","Román Díaz 1155, Providencia, Chile, Barrio Italia, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-970143191-arriendo-depto-2-dormitorios-a-pasos-de-bilbaobarrio-italia-_JM#position=15&search_layout=stack&type=item&tracking_id=280492df-7646-45d7-8111-cc4835459993
0,Departamento En Arriendo En Providencia,Providencia,,,3,2,1,,143,143,$,1200000,40000,0,"agenda tu visita con one propiedades y conoce este departamento en arriendo totalmente remodelado 143 m2 1200000 a pasos de los leones,,en providencia luminoso y amplio departamento totalmente remodelado en excelente barrio residencial con piso de parquet,posee hall de entrada amplio livingcomedor con ventanales completos y vista frontal a plaza el bosque equipados con cortinas exteriores motorizadas gran cocina tradicional recien remodelada y totalmente equipada con horno electrico microondas integrado en mueble refrigerador paneleable tambien integrado encimera vitroceramica todo marca teka y espacio equipado con instalaciones para lavadora y secadora amplio y luminoso pasillo con balcon que da al interior del edificio conduce a 3 amplios dormitorios dos de ellos con balcon y dos banos completos que han sido remodelados sacandole partido a piezas originales que crean contraste,,las instalaciones de electricidad son totalmente nuevas el piso de parquet fue pulido en todo el departamento,,excelente conectividad a pasos de los leones cercano a supermercados parques y plazas lo que permite un entorno de mucha vegetacion,,metraje sujeto a confirmacion informacion proporcionada por el dueno,,cod 2249","El Bosque | Depto En Arriendo (3d2b) | Providencia | One Propiedades, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-976129610-departamento-en-arriendo-en-providencia-_JM#position=6&search_layout=stack&type=item&tracking_id=280492df-7646-45d7-8111-cc4835459993
0,Duplex Con Quincho Privado,Providencia,Los Leones,640,2,2,4,,160,160,UF,2413237,90000,0,"estupendo duplex con quincho privado ,,disponible amoblado o sin muebles","Ricardo Lyon, Los Leones, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-965866914-duplex-con-quincho-privado-_JM#position=11&search_layout=stack&type=item&tracking_id=280492df-7646-45d7-8111-cc4835459993
0,Se Arrienda Comodo Depto 3d + 3b + Estacionamiento+bodega |,Providencia,Inés de Suárez,922,3,3,1,,100,90,$,780000,100000,1,"amplio y comodo departamento que consta de hall de ingreso living comedor muy amplio con salida a terraza cocina tradicional cerrada con salida a logia 3 dormitorios cada uno con su closet 3 banos 1 en suite en dormitorio principal 2 de ellos con ventana 1 estacionamiento y bodega en subterraneo,a la terraza se accede desde el living comedor y desde el dormitorio principal con linda vista de arboleda,ubicado en una calle tranquila el condominio se compone de, 3 torres de 4 pisos cada una sin ascensor, conserjeria 247 con acceso controlado y camaras de seguridad, areas verdes y plaza central , patio cerrado con juegos para ninos,excelente opcion para vivir en departamento amplio en sector caminable y residencial pero rodeado de comercio y servicios cerca de almacenes y supermercado restaurantes farmacias colegios universidades y jardines infantiles ideal para familias con ganas de hacer vida de barrio buena conectividad por eje los leones y a 10 minutos de metro ines de suarez l6,caracteristicas,piso 3 vista oriente,piso ceramico en living banos cocina y terraza piso flotante en dormitorios ,agua caliente calefont individual de tiro forzado,1 estacionamiento y bodega ambos en subterraneo,gastos comunes 100000 aprox,departamento se entrega recien pintado con lamparas barras de cortinas y cortinas,se dispone de tour virtual agenda tu visita , kp79754 , publicado con kiteprop crm sistema inmobiliario","El Vergel/ Suecia, Los Leones, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-985425894-se-arrienda-comodo-depto-3d-3b-estacionamientobodega--_JM#position=1&search_layout=stack&type=item&tracking_id=280492df-7646-45d7-8111-cc4835459993
0,Departamento En Arriendo En Providencia,Providencia,Tobalaba,209,3,2,1,,150,140,$,850000,240000,0,"excelente depto tradicional muy amplio,hall entrada living comedor terraza pequena cocina amplia loggia pieza y bano de servicio,pasillo dos dormitorios amplios con closets grandes un bano completo y dormitorio principal en suite con pequena terraza,todo piso parquet precioso tiene estacionamiento pero se paga aparte 30000 ,,pasos metro tobalaba , entrega para 1 de junio aprox ,el arrendatario actual avisara el lunes 11 si se va o no","Metro Tobalaba, Vereda Sur De Providencia, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-977722832-departamento-en-arriendo-en-providencia-_JM#position=2&search_layout=stack&type=item&tracking_id=280492df-7646-45d7-8111-cc4835459993
0,Metro Los Leones,Providencia,Los Leones,245,1,1,1,,44,40,$,530000,70000,0,"amoblado,muy buen departamento luminoso en inmejorable ubicacion a pasos de metro los leones y comercio en general orientacion norte con vista despejada,living de buen tamano con salida a terraza cocina incorporada y equipada con refrigerador lavadora de ropa loza ollas y cubiertos,dormitorio con buenos closets en suite incluye cama veladores tv ,todo el departamento con piso flotante calefaccion central,un estacionamiento no tiene bodega,el edificio cuenta con piscina gimnasio sala de eventos quincho y lavanderia,entrega a mediados de abril,codigo interno 1225","Metro Los Leones, Los Leones, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-980128167-metro-los-leones-_JM#position=10&search_layout=stack&type=item&tracking_id=280492df-7646-45d7-8111-cc4835459993
0,"Patio Privado, Carlos Antúnez / Holanda / Los Leones/",Providencia,,,3,2,,1,200,100,$,890000,100000,0,"arrienda en exclusiva admicomu corretaje,dpto antiguo piso 1 amplio luminoso con patio privado de uso y goce de 100m2 ,y dormitorio de servicio con bano en suite ,ubicada en sector 100 residencial tranquilo excelente conectividad ,bajos gastos comunes,caracteristicas depto,1 amplio living comedor,2cocina con acceso patio privado,3dormitorio de servicio con bano en suite,4 piso parque todo el depto,5 3 amplios dormitorios luminosos,conserjeria 247 ,bodega en patio,sin estacionamiento se arriendan en el sector,visitas a partir de la primera semana de mayo,solicitar via correo o whatsapp requisitos de arriendo","Carlos Antúnez 2400 - 2700, Providencia, Santiago, Chile, Las Lilas, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-984409570-patio-privado-carlos-antunez-holanda-los-leones-_JM#position=5&search_layout=stack&type=item&tracking_id=280492df-7646-45d7-8111-cc4835459993
0,Impecable Depto Dario Urzua / Pedro De Valdivia,Providencia,Pedro de Valdivia,857,1,1,,,50,47,$,450000,110000,1,"acogedor departamento a pocas cuadras de providencia,living comedor con salida a amplia terrza cerrada con vista despejada un dormitorios en suite un banos cocina integrda equipada bodega,se arrienda sin estacionamiento los gastos comunes son de 110000 disponible a partir del 1 de junio","Pedro de Valdivia, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-986166481-impecable-depto-dario-urzua-pedro-de-valdivia-_JM#position=22&search_layout=stack&type=item&tracking_id=ff21df9b-4b23-496d-840b-db34517faa8c
0,"Amplio, Central Y Con Estilo",Providencia,,,3,2,,,110,110,$,840000,,0,"departamento a pasos de providencia,excelente conectividad,edificio antiguo en barrio residencial,distribucion,hall de acceso,living comedor separados,piso de parquet,2 amplios dormitorios,bano principal,3er dormitorio con bano,instalacion para lavadora,cocina ,departamento en 2do piso nor oriente","Darío Urzúa & Avenida Ricardo Lyon, Providencia, Chile, Los Leones, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-981849759-amplio-central-y-con-estilo-_JM#position=21&search_layout=stack&type=item&tracking_id=ff21df9b-4b23-496d-840b-db34517faa8c
0,A Pasos Metro C. Colón,Providencia,Francisco Bilbao,315,1,1,1,1,45,45,UF,450471,80000,0,"valor de arriendo uf 145,gasto comun 80000 aproximado bodega estacionamiento disponible a fines de abril llaves tarjeta y control,estacionamiento y bodega en piso menos 3 edificio de 12 pisos,2 ascensores lavanderia sala multiuso piscina estacionamiento de visitas orientacion sur poniente piso 3 ,entrada cocina americana cocina encimera 2 platos y horno ambos teka electricos living comedor piso flotante salida a pequeno balcon con malla vista despejada al poniente dormitorio alfombrado en suite closet bano completo vanitorio ventana luces en cielo depto en buen estado","Tobalaba 1800 - 2100, Providencia, Chile, Las Lilas, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-982678560-a-pasos-metro-c-colon-_JM#position=4&search_layout=stack&type=item&tracking_id=280492df-7646-45d7-8111-cc4835459993
0,Vicuña Makenna 327,Providencia,Santa Isabel,355,3,2,1,,75,73,$,600000,,0,"excelente alternativa para vivir,el edificio se encuentra cercano estacion de metro l5 santa isabel 35000 mts y metro l5 parque bustamante 45000 mts,cuenta con los siguientes servicios comunes areas verdes ascensor conserjeria estacionamiento gimnasio juegos infantiles piscina quincho salon de reuniones seguridad las 24 horas ,,3 dormitorios,living comedor ,2 banos,terraza,estacionamiento,bodega ,gas por termo ,,gastos comun 75000 aprox ,valor arriendo 600000,1er mes de arriendo,1 meses de garantia,50 iva del canon de arriendo comision de corredora ,documentar 12 meses de arriendo en caso de no tener aval o 12 meses en cheque ,,1 documentacion para arrendatario y aval,,a personas naturales,a1 trabajador dependiente,1 ultimas 3 liquidaciones de sueldo la renta de arrendamiento mensual no puede ser superior al 33 del sueldo,2 certificado de cotizaciones de la afp,3 informe platinum dicom dicomcl sin anotaciones protestos morosidades etc de equifax,4 copia carnet de identidad por ambos lados,5 contrato de trabajo,,a2 trabajador independiente,1 ultimas 3 declaraciones de rentas,2 informe platinum dicom dicomcl sin anotaciones protestos morosidades etc,3 copia carnet de identidad por ambos lados,4 4 ultimas boletas electronicas o una certificacion de ingresos realizado por un contador auditor y notariado,,a3 persona natural con giro comercial,1 ultimas 3 declaraciones de renta,2 ultimos 6 ivas,3 informe platinum dicom dicomcl sin anotaciones protestos morosidades etc,4 copia carnet de identidad por ambos lados,,b personas juridicas,1 ultimas 3 declaraciones anuales de renta,2 ultimos 6 iva,3 copia rut de la sociedad,4 copia carnet de identidad representantes legales por ambos lados,5 extracto de escritura donde consten las facultades de administracion de la sociedad,6 informe platinum dicom dicomcl sin anotaciones protestos morosidades etc de la sociedad y del representante,legal,,para agendar visita se pide documentacion previa","Vicuña Makenna, 327, Barrio Italia, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-985440980-vicuna-makenna-327-_JM#position=3&search_layout=stack&type=item&tracking_id=280492df-7646-45d7-8111-cc4835459993
0,Sector Residencial Luminoso Excelente Conectividad Comercio,Providencia,Los Leones,846,2,2,1,1,90,70,UF,611353,193500,0,90 metros 2 dormitorios uno en suite 2 banos terraza logia estacionamiento y bodega sector residencial orientacion orienteponiente muy luminoso excelente conectividad comercio y colegios,"Carlos Antúnez 2100 - 2400, Providencia, Chile, Los Leones, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-984659418-sector-residencial-luminoso-excelente-conectividad-comercio-_JM#position=23&search_layout=stack&type=item&tracking_id=ff21df9b-4b23-496d-840b-db34517faa8c
0,"Cerca Pocuro, Calle Tranquila.",Providencia,,,1,1,1,1,60,45,UF,675706,140000,0,ubicado en avda hernando aguirre cerca plaza rio janeiro estupendo departamento de 6 anos con finas terminaciones living y comedor juntos cocina equipada con encimera vitroceramica campana y horno electrico cubiertas mesones de cocina en granito dormitorio en suite con bano completo buena terraza de 15 mts vanitorio cubierta marmol ventanas termopanel edificio con lavanderia bicicletero quincho y piscina en azotea disponible primera semana de junio,"Avenida Hernando De Aguirre, Providencia, Chile, Las Lilas, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-981477600-cerca-pocuro-calle-tranquila-_JM#position=24&search_layout=stack&type=item&tracking_id=ff21df9b-4b23-496d-840b-db34517faa8c
0,Depto. Arriendo. Av. Pedro De Valdivia,Providencia,Inés de Suárez,700,2,2,1,1,72,67,$,550000,90000,0,"departamento en muy buen estado a pasos de locomocion y comercio seguridad,hall de entrada living y comedor separados con salida a balcon cocina equipada y con loggia independiente,2 dormitorios y 2 banos principal en suite con walking closet,esta en un piso 2 edificio tiene 6 pisos orientacion nororiente,cuenta con 1 estacionamiento y 1 bodega,los precios publicados estan sujetos a variacion las superficies mencionadas son aproximadas y referenciales","Av. Pedro De Valdivia 2400 - 2700, Santiago, Providencia, Región Metropolitana, Chile, Inés de Suárez, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-986136162-depto-arriendo-av-pedro-de-valdivia-_JM#position=18&search_layout=stack&type=item&tracking_id=ff21df9b-4b23-496d-840b-db34517faa8c
0,Plaza Las Lilas/el Bosque,Providencia,Cristóbal Colón,719,3,3,1,1,92,85,$,850000,,0,"departamento desocupado en sector plaza las lilas iglesia de el bosque colegio san ignacio sexto piso con ascensor ojotiene dos dormitorios amplios y un tercero pequeno ideal escritorio o taller 15mx2m originalmente es dormitorio de servicio con bano completo dormitorio principal con bano en suite y terraza,la cocina es amplia con loggia e incluye aparato de cocina nueva la que aparece en la foto tiene un estacionamiento bajo techo y una bodega,disponibilidad inmediata","Marcel Duhaut 2733, Providencia, Chile, Las Lilas, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-970670218-plaza-las-lilasel-bosque-_JM#position=19&search_layout=stack&type=item&tracking_id=ff21df9b-4b23-496d-840b-db34517faa8c
0,Moderno Departamento En Lo Mejor De Barrio Italia,Providencia,Salvador,736,3,2,2,2,97,90,$,900000,250000,0,"espectacular y moderno edificio ubicado en calle terranova barrio italia frente a la plaza bernarda morin a 5 minutos caminando del metro salvador a pasos del hospital salvador,la mejor vida de barrio con ambiente familiar tranquilo cercano a supermercados verdulerias panaderias almacenes cafeterias bancos excelentes accesos,el departamento cuenta con amplio livingcomedor amplia terraza cocina americana amoblada y equipada con encimera de vitroceramica horno electrico y microondas logia de buen tamano ,dormitorio principal con walkin closet bano en suite y terraza dos dormitorios de buen tamano y un segundo bano,pisos de gresporcelanato calefaccion y agua caliente central ventanas de termopanel,dos puestos de estacionamiento y dos bodegas,el edificio cuenta con areas verdes gimnasio quincho sal de juegos y estacionamiento de visitas,gastos comunes 250000 incluyen agua caliente y calefaccion,arrienda exclusivamente,ns propiedades ,corredor a cargo kathleen reitich","Terranova 1 - 300, Providencia, Chile, Salvador, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-972041546-moderno-departamento-en-lo-mejor-de-barrio-italia-_JM#position=15&search_layout=stack&type=item&tracking_id=ff21df9b-4b23-496d-840b-db34517faa8c
0,Las Violetas 2057,Providencia,Inés de Suárez,724,2,1,1,1,80,75,$,590000,110000,0,"se arrienda comodo y bello departamento en las violetas 2057,2 dormitorios 1 con closet,1 bano,closet pasillo,livingcomedor,cocinacomedor,balcon cerrado,estacionamiento,bodega,edificio se ubica a 3 cuadras de metro ines de suarez y cercano a supermercado lider y municipalidad de providencia","Las Violetas, Providencia, Chile, Los Leones, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-984925284-las-violetas-2057-_JM#position=17&search_layout=stack&type=item&tracking_id=ff21df9b-4b23-496d-840b-db34517faa8c
0,Departamento En Arriendo Diego De Almagro/pedro De Valdivia,Providencia,Inés de Suárez,697,2,1,1,,70,65,$,530000,140000,0,comodo y amplio departamento de dos dormitorios un bano cocina tradicional logia con conexion para lavadora y living comedor con terraza edificio de solo seis pisos conserjeria 247 excelente ubicacion en providencia cercano a metro ines de suarez gastos comunes 140000 aprox incluye un estacionamiento y bodega coordinar visitas al 971781074 o al mail pvenegaspropiedadescl realtycorp propiedades alejandro jaime y asociados,"Diego De Almagro / Pedro De Valdivia, Inés de Suárez, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-985129863-departamento-en-arriendo-diego-de-almagropedro-de-valdivia-_JM#position=14&search_layout=stack&type=item&tracking_id=ff21df9b-4b23-496d-840b-db34517faa8c
0,Departamento En Av. El Cerro Con Los Conquistadores,Providencia,Los Leones,877,2,2,1,,55,60,$,600000,70000,0,"departamento muy buen ubicado en av el cerro con los conquistadores orientacion nor oriente,dos dormitorios dos banos living comedor piso de parquet,gastos comunes 70000 aproximadamente","Av. El Cerro 0310, Providencia, Chile, Pedro de Valdivia Norte, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-982575716-departamento-en-av-el-cerro-con-los-conquistadores-_JM#position=16&search_layout=stack&type=item&tracking_id=ff21df9b-4b23-496d-840b-db34517faa8c
1,Depto Semi Amoblado Providencia,Providencia,Pedro de Valdivia,309,1,1,1,1,36,36,$,370000,60000,0,depto de 1 ambiente semi amoblado estacionamiento bodega a pasos metro los leones y pedro de valdivia,"Avenida Nueva Providencia 2060, Providencia, Chile, Providencia, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-983408246-depto-semi-amoblado-providencia-_JM#position=9&search_layout=stack&type=item&tracking_id=ff21df9b-4b23-496d-840b-db34517faa8c
